24	Zawodnik z piłką biegnie po boisku, skręcając w prawą stronę.	Podłużna piłka przelatuje przed zawodnikiem w kasku na boisku.	1.67	2	neutral	neutral
25	Dwie młode kobiety w okularach przeciwsłonecznych siedzą na ławce wśród zieleni.	Podłużna piłka przelatuje przed zawodnikiem w kasku na boisku.	0.0	0	neutral	neutral
26	Żaden człowiek nie biegnie na boisku w kierunku lecącej piłki.	Człowiek w sportowym stroju i kasku biegnie na boisku w kierunku lecącej piłki.	3.83	4	contradiction	contradiction
27	Piłka przelatuje.	Człowiek w sportowym stroju i kasku biegnie na boisku w kierunku lecącej piłki.	2.17	2	entailment	neutral
28	Piłka jest odbijana kijem baseballowym przez chłopca w czerwonym kasku.	Człowiek w sportowym stroju i kasku biegnie na boisku w kierunku lecącej piłki.	1.83	2	neutral	neutral
29	Dwaj mężczyźni z wędkami stoją na plaży w pobliżu łodzi.	Człowiek w sportowym stroju i kasku biegnie na boisku w kierunku lecącej piłki.	0.17	0	neutral	neutral
30	Piłka przelatuje.	Podłużna piłka przelatuje przed zawodnikiem w kasku na boisku.	3.5	4	entailment	neutral
31	Mężczyzna w białym sportowym stroju i czarnym kasku stoi na trawie na zgiętych nogach, trzymając za plecami grubą pałkę.	Mężczyzna z ochraniaczami na nogach stoi na trawie w rozkroku.	2.67	3	neutral	neutral
32	Mężczyzna z ochraniaczami na nogach stoi na trawie na stromej górze.	Mężczyzna z ochraniaczami na nogach stoi na trawie w rozkroku.	4.0	4	neutral	neutral
33	Mężczyzna w białym sportowym stroju i czarnym kasku stoi na trawie na nogach, które są zgięte, trzymając za plecami grubą pałkę.	Mężczyzna z ochraniaczami na nogach stoi na trawie w rozkroku.	2.33	2	neutral	neutral
34	Młody mężczyzna stoi w rozkroku, trzymając małą piłkę w prawej ręce.	Mężczyzna z ochraniaczami na nogach stoi na trawie w rozkroku.	2.5	3	neutral	neutral
35	Dziewczynka z mokrymi włosami siedzi przy drewnianym stole, trzymając talerz z jedzeniem w rękach.	Mężczyzna z ochraniaczami na nogach stoi na trawie w rozkroku.	0.17	0	neutral	neutral
36	Mężczyzna w białym, sportowym stroju i czarnym kasku stoi na trawie na nogach, które są zgięte, trzymając za plecami grubą pałkę.	Mężczyzna w białym sportowym stroju i czarnym kasku stoi na trawie na zgiętych nogach, trzymając za plecami grubą pałkę.	4.83	5	entailment	entailment
37	Mężczyzna w niebieskiej koszuli stoi na trawie w rozkroku.	Mężczyzna w białym sportowym stroju i czarnym kasku stoi na trawie na zgiętych nogach, trzymając za plecami grubą pałkę.	2.17	2	neutral	neutral
38	Piłka jest trzymana podczas meczu futbolowego przez jednego zawodnika w górze, a drugi zawodnik przewraca się na niego.	Mężczyzna w białym sportowym stroju i czarnym kasku stoi na trawie na zgiętych nogach, trzymając za plecami grubą pałkę.	1.17	1	neutral	neutral
39	Kobieta w sportowym stroju odbija piłeczkę kijem.	Mężczyzna w białym sportowym stroju i czarnym kasku stoi na trawie na zgiętych nogach, trzymając za plecami grubą pałkę.	1.0	1	neutral	neutral
40	Mężczyzna w białym sportowym stroju i czarnym kasku nie stoi na trawie na zgiętych nogach, trzymając za plecami grubą pałkę.	Mężczyzna w białym sportowym stroju i czarnym kasku stoi na trawie na zgiętych nogach, trzymając za plecami grubą pałkę.	4.33	4	contradiction	contradiction
41	Mężczyzna w okularach przeciwsłonecznych stoi na trawie, trzymając w rękach podłużną piłkę.	Chłopak w spodenkach, klapkach i okularach przeciwsłonecznych stoi na trawie, trzymając piłkę.	3.17	3	neutral	neutral
42	Mężczyzna w okularach przeciwsłonecznych stoi na trawie, trzymając w rękach podłużną piłkę.	Człowiek w samych spodenkach stoi na trawie, trzymając w rękach podłużną piłkę.	2.83	3	neutral	neutral
43	Mężczyzna w okularach przeciwsłonecznych stoi na trawie, trzymając w rękach podłużną piłkę.	Nikt nie stoi na trawie, trzymając piłkę.	3.0	3	contradiction	contradiction
44	Mężczyzna w okularach przeciwsłonecznych stoi na trawie, trzymając w rękach podłużną piłkę.	Osoba biegnie.	0.17	0	neutral	neutral
45	Mężczyzna w okularach przeciwsłonecznych stoi na trawie, trzymając w rękach podłużną piłkę.	Mężczyzna w czerwonej czapce przejeżdża na rolkach obok parku.	0.5	1	neutral	neutral
46	Chłopak w spodenkach, klapkach i okularach przeciwsłonecznych stoi na trawie, trzymając piłkę.	Chłopak stoi.	2.5	3	neutral	entailment
47	Chłopak w spodenkach, klapkach i okularach przeciwsłonecznych stoi na trawie, trzymając piłkę.	Mężczyzna z dzieckiem w nosidełku stoi na trawie, trzymając w rękach podłużną piłkę.	2.17	2	neutral	neutral
48	Chłopak w spodenkach, klapkach i okularach przeciwsłonecznych stoi na trawie, trzymając piłkę.	Piłka jest trzymana przez dziewczynę w rękawicy, a obok niej przebiega osoba w kasku.	1.33	1	neutral	neutral
49	Chłopak w spodenkach, klapkach i okularach przeciwsłonecznych stoi na trawie, trzymając piłkę.	Mężczyzna i kobieta w ślubnych strojach idą w kościele wśród elegancko ubranych osób.	0.17	0	neutral	neutral
50	Mężczyzna w okularach przeciwsłonecznych stoi na trawie, trzymając w rękach podłużną piłkę.	Mężczyzna w okularach przeciwsłonecznych stoi na trawie, trzymając podłużną piłkę.	4.67	5	entailment	entailment
51	Trójka zawodników na boisku podskakuje w kierunku lecącej podłużnej piłki.	Trzej mężczyźni w sportowych strojach podskakują do piłki, a dwaj kolejni mężczyźni biegną w ich stronę.	2.83	3	neutral	neutral
52	Trójka zawodników na boisku podskakuje w kierunku lecącej podłużnej piłki.	Trójka zawodników podskakuje.	3.5	4	neutral	entailment
53	Trójka zawodników na boisku podskakuje w kierunku lecącej podłużnej piłki.	Trzej mężczyźni w czerwonych koszulkach podskakują do piłki, a dwaj kolejni mężczyźni biegną w ich stronę.	2.83	3	neutral	neutral
54	Trójka zawodników na boisku podskakuje w kierunku lecącej podłużnej piłki.	Kobieta z czarną torebką stoi na trawie, trzymając w rękach podłużną piłkę.	1.0	1	neutral	neutral
55	Trójka zawodników na boisku podskakuje w kierunku lecącej podłużnej piłki.	Dwa ptaki o długich szyjach i pomarańczowych dziobach stoją zwrócone ku sobie.	0.0	0	neutral	neutral
56	Trzej mężczyźni w sportowych strojach podskakują do piłki, a dwaj kolejni mężczyźni biegną w ich stronę.	Trzej mężczyźni w sportowych strojach podskakują do piłki, a dwaj kolejni mężczyźni biegną nad brzegiem wody.	4.0	4	neutral	neutral
57	Trzej mężczyźni w sportowych strojach podskakują do piłki, a dwaj kolejni mężczyźni biegną w ich stronę.	Trójka zawodników podskakuje.	3.17	3	neutral	entailment
58	Trzej mężczyźni w sportowych strojach podskakują do piłki, a dwaj kolejni mężczyźni biegną w ich stronę.	Mężczyzna w białym sportowym stroju i czarnym kasku stoi na trawie na nogach, które są zgięte, trzymając za plecami grubą pałkę.	1.83	2	neutral	neutral
59	Trzej mężczyźni w sportowych strojach podskakują do piłki, a dwaj kolejni mężczyźni biegną w ich stronę.	Piłkarz kopie piłkę w kierunku bramki, obserwowany z daleka przez resztę drużyny.	2.0	2	neutral	neutral
60	Trzej mężczyźni w sportowych strojach podskakują do piłki, a dwaj kolejni mężczyźni biegną w ich stronę.	Trzej mężczyźni w koszulach i krawatach podskakują do piłki, a dwaj kolejni mężczyźni biegną w ich stronę.	3.83	4	neutral	contradiction
61	Podczas meczu futbolowego jeden zawodnik trzyma w górze piłkę, a drugi zawodnik przewraca się na niego.	Zawodnicy walczą o piłkę na boisku z dużą ilością kibiców na trybunach.	3.0	3	neutral	neutral
62	Zawodnicy walczą o piłkę nożną na boisku z dużą liczbą kibiców na trybunach.	Zawodnicy walczą o piłkę na boisku z dużą ilością kibiców na trybunach.	4.83	5	entailment	entailment
63	Piłka jest trzymana podczas meczu futbolowego przez jednego zawodnika w górze, a drugi zawodnik przewraca się na niego.	Zawodnicy walczą o piłkę na boisku z dużą ilością kibiców na trybunach.	2.67	3	neutral	neutral
64	Wykrok w przód jest robiony na piasku przez zawodnika na boisku ze skórzaną rękawicą.	Zawodnicy walczą o piłkę na boisku z dużą ilością kibiców na trybunach.	0.83	1	neutral	neutral
65	Trzech zawodników z kijami do hokeja biegnie po trawie za piłką.	Zawodnicy walczą o piłkę na boisku z dużą ilością kibiców na trybunach.	1.83	2	neutral	neutral
66	Piłka jest trzymana podczas meczu futbolowego przez jednego zawodnika w górze, a drugi zawodnik przewraca się na niego.	Podczas meczu futbolowego jeden zawodnik trzyma w górze piłkę, a drugi zawodnik przewraca się na niego.	5.0	5	entailment	entailment
67	Zawodnicy walczą o piłkę.	Podczas meczu futbolowego jeden zawodnik trzyma w górze piłkę, a drugi zawodnik przewraca się na niego.	3.67	4	entailment	neutral
68	Duży krok jest robiony przez młodą osobę w sportowym stroju i rękawicy.	Podczas meczu futbolowego jeden zawodnik trzyma w górze piłkę, a drugi zawodnik przewraca się na niego.	0.83	1	neutral	neutral
69	Kowboj jadący na koniu wymachuje lassem.	Podczas meczu futbolowego jeden zawodnik trzyma w górze piłkę, a drugi zawodnik przewraca się na niego.	0.17	0	neutral	neutral
70	Zawodnicy walczą o piłkę w hali sportowej.	Zawodnicy walczą o piłkę na boisku z dużą ilością kibiców na trybunach.	3.33	3	neutral	neutral
71	Mężczyźni grają w futbol amerykański na boisku.	Mężczyzna leży na trawie boiska w trakcie rozgrywającego się meczu.	1.67	2	neutral	neutral
72	Żaden mężczyzna nie leży na trawie boiska w trakcie rozgrywającego się meczu.	Mężczyzna leży na trawie boiska w trakcie rozgrywającego się meczu.	4.17	4	contradiction	contradiction
73	Mężczyźni grają w futbol.	Mężczyzna leży na trawie boiska w trakcie rozgrywającego się meczu.	1.5	2	neutral	neutral
74	Osoba biegnie.	Mężczyzna leży na trawie boiska w trakcie rozgrywającego się meczu.	0.33	0	neutral	neutral
75	Dziewczynka patrzy przez zabawkowe okulary z przytwierdzonym dużym nosem.	Mężczyzna leży na trawie boiska w trakcie rozgrywającego się meczu.	0.0	0	neutral	neutral
76	Mężczyźni grają w futbol.	Mężczyźni grają w futbol amerykański na boisku.	3.33	3	entailment	neutral
77	Żaden mężczyzna nie leży na trawie boiska w trakcie rozgrywającego się meczu.	Mężczyźni grają w futbol amerykański na boisku.	1.83	2	neutral	neutral
78	Mężczyźni przepychają się.	Mężczyźni grają w futbol amerykański na boisku.	1.67	2	neutral	neutral
79	Pies płynie, trzymając w pysku piłkę.	Mężczyźni grają w futbol amerykański na boisku.	0.0	0	neutral	neutral
80	Mężczyźni nie grają w futbol amerykański na boisku.	Mężczyźni grają w futbol amerykański na boisku.	3.5	4	contradiction	contradiction
81	Osoba w kasku biegnie w pobliżu dziewczyny z piłką w rękawicy baseballowej.	Dziewczyna trzyma piłkę w rękawicy, przyklękając na ziemi, a obok niej przebiega osoba w kasku.	3.83	4	entailment	neutral
82	Osoba w kasku biegnie w pobliżu dziewczyny z piłką w rękawicy baseballowej.	Osoba biegnie.	2.83	3	neutral	entailment
83	Osoba w kasku biegnie w pobliżu dziewczyny z piłką w rękawicy baseballowej.	Piłka jest trzymana w rękawicy przez dziewczynę, a obok niej przebiega osoba w kasku.	4.83	5	entailment	entailment
84	Osoba w kasku biegnie w pobliżu dziewczyny z piłką w rękawicy baseballowej.	Zawodnik stoi.	0.67	1	neutral	neutral
85	Osoba w kasku biegnie w pobliżu dziewczyny z piłką w rękawicy baseballowej.	Kobieta w białej czapce z daszkiem odbija rakietą żółtą piłkę.	1.0	1	neutral	neutral
86	Dziewczyna trzyma piłkę w rękawicy, przyklękając na ziemi, a obok niej przebiega osoba w kasku.	Piłka jest trzymana przez dziewczynę w rękawicy, a obok niej przebiega osoba w kasku.	4.33	4	neutral	entailment
87	Dziewczyna trzyma piłkę w rękawicy, przyklękając na ziemi, a obok niej przebiega osoba w kasku.	Żadna osoba nie biegnie w pobliżu dziewczyny z piłką w rękawicy baseballowej.	2.83	3	neutral	contradiction
88	Dziewczyna trzyma piłkę w rękawicy, przyklękając na ziemi, a obok niej przebiega osoba w kasku.	Gracz krykieta w białym stroju stoi na trawie z ugiętymi kolanami, trzymając kij, a piłka, przez otyłego gracza za nim, jest łapana w rękawice.	1.5	2	neutral	neutral
89	Dziewczyna trzyma piłkę w rękawicy, przyklękając na ziemi, a obok niej przebiega osoba w kasku.	Koszykarz w pomarańczowym stroju kozłuje piłkę, a obok stoi drugi gracz, trzymając rękę wyciągniętą w bok.	0.33	0	neutral	neutral
90	Osoba w kasku biegnie w pobliżu dziewczyny z piłką w rękawicy baseballowej.	Żadna osoba nie biegnie w pobliżu dziewczyny z piłką w rękawicy baseballowej.	2.83	3	contradiction	contradiction
91	Zawodnik w kasku ochronnym biegnie po trawie z podłużną piłką w ręce.	Człowiek w kasku i sportowym stroju biegnie po trawie, trzymając piłkę.	4.17	4	neutral	neutral
92	Zawodnik w kasku ochronnym biegnie po trawie z podłużną piłką w ręce.	Zawodnik biegnie po trawie z podłużną piłką w ręce.	3.83	4	neutral	neutral
93	Zawodnik w kasku ochronnym biegnie po trawie z podłużną piłką w ręce.	Mały chłopiec w niebieskim stroju biegnie po trawie, trzymając piłkę.	1.83	2	neutral	neutral
94	Zawodnik w kasku ochronnym biegnie po trawie z podłużną piłką w ręce.	Nikt nie leży na trawie boiska w trakcie rozgrywającego się meczu.	1.5	2	neutral	neutral
95	Zawodnik w kasku ochronnym biegnie po trawie z podłużną piłką w ręce.	Grupa ludzi z plecakami przemierza szlak na nartach.	0.17	0	neutral	neutral
96	Człowiek w kasku i sportowym stroju biegnie po trawie, trzymając piłkę.	Żaden człowiek nie biegnie po trawie, trzymając piłkę.	3.5	4	contradiction	contradiction
97	Człowiek w kasku i sportowym stroju biegnie po trawie, trzymając piłkę.	Zawodnik biegnie.	3.0	3	neutral	entailment
98	Człowiek w kasku i sportowym stroju biegnie po trawie, trzymając piłkę.	Piłka jest odbijana kijem baseballowym przez chłopca w czerwonym kasku.	2.17	2	neutral	neutral
99	Człowiek w kasku i sportowym stroju biegnie po trawie, trzymając piłkę.	Człowiek siedzi w czerwonym samochodzie w pobliżu mostu.	0.67	1	neutral	neutral
100	Człowiek w kasku i sportowym stroju biegnie po trawie, trzymając piłkę.	Człowiek w kasku i gimnastycznym stroju biegnie po trawie, trzymając piłkę.	4.33	4	entailment	neutral
101	Mężczyźni w sportowych strojach przepychają się na trawie podczas gry w rugby.	Zawodnicy w pobliżu piłki przepychają się między sobą na boisku.	2.67	3	neutral	neutral
102	Zawodnicy w pobliżu piłki przepychają się między sobą na koszykarskim boisku.	Zawodnicy w pobliżu piłki przepychają się między sobą na boisku.	4.33	4	neutral	entailment
103	Mężczyźni w granatowym stroju przepychają się na trawie podczas gry w rugby.	Zawodnicy w pobliżu piłki przepychają się między sobą na boisku.	2.5	3	neutral	neutral
104	Osoba biegnie.	Zawodnicy w pobliżu piłki przepychają się między sobą na boisku.	0.5	1	neutral	neutral
105	Mężczyzna w czerwonej bluzie stoi obok żółtego kajaka na skalistym brzegu.	Zawodnicy w pobliżu piłki przepychają się między sobą na boisku.	0.17	0	neutral	neutral
106	Mężczyźni w białych ubraniach przepychają się na trawie podczas gry w rugby.	Mężczyźni w sportowych strojach przepychają się na trawie podczas gry w rugby.	4.17	4	neutral	neutral
107	Zawodnicy w pobliżu kolorowej piłki przepychają się między sobą na boisku.	Mężczyźni w sportowych strojach przepychają się na trawie podczas gry w rugby.	3.0	3	neutral	neutral
108	Mężczyźni grają w futbol amerykański na ogrodzonym boisku.	Mężczyźni w sportowych strojach przepychają się na trawie podczas gry w rugby.	2.17	2	neutral	neutral
109	Psi zaprzęg ciągnie po śniegu mężczyznę unoszącego rękę do góry.	Mężczyźni w sportowych strojach przepychają się na trawie podczas gry w rugby.	0.33	0	neutral	neutral
110	Zawodnicy przepychają się.	Zawodnicy w pobliżu piłki przepychają się między sobą na boisku.	3.5	4	entailment	neutral
111	Kobieta w kasku i sportowym stroju stoi w rozkroku obok lecącej piłki, trzymając kij, obserwowana zza ogrodzenia przez inne kobiety.	Zawodniczka na boisku próbuje odbić kijem lecącą żółtą piłkę.	2.5	3	neutral	neutral
112	Zawodniczka na boisku próbuje odbić hokejowym kijem lecącą żółtą piłkę.	Zawodniczka na boisku próbuje odbić kijem lecącą żółtą piłkę.	4.33	4	neutral	entailment
113	Kobieta w kasku i sportowym stroju, która jest obserwowana zza ogrodzenia przez inne kobiety, stoi w rozkroku obok lecącej piłki, trzymając kij.	Zawodniczka na boisku próbuje odbić kijem lecącą żółtą piłkę.	2.83	3	neutral	neutral
114	Zawodnik z piłką, biegnąc po boisku, skręca w prawą stronę.	Zawodniczka na boisku próbuje odbić kijem lecącą żółtą piłkę.	1.5	2	neutral	neutral
115	Człowiek uprawia wspinaczkę, asekurując się na linie.	Zawodniczka na boisku próbuje odbić kijem lecącą żółtą piłkę.	0.5	1	neutral	neutral
116	Kobieta w kasku i sportowym stroju, która jest obserwowana zza ogrodzenia przez inne kobiety, stoi w rozkroku obok lecącej piłki, trzymając kij.	Kobieta w kasku i sportowym stroju stoi w rozkroku obok lecącej piłki, trzymając kij, obserwowana zza ogrodzenia przez inne kobiety.	5.0	5	entailment	entailment
117	Zawodniczka próbuje odbić kijem piłkę.	Kobieta w kasku i sportowym stroju stoi w rozkroku obok lecącej piłki, trzymając kij, obserwowana zza ogrodzenia przez inne kobiety.	2.67	3	entailment	neutral
118	Piłka jest trzymana na boisku przez jednego mężczyznę w sportowym stroju, który jest łapany za nogę przez drugiego mężczyznę ubranego w inne barwy.	Kobieta w kasku i sportowym stroju stoi w rozkroku obok lecącej piłki, trzymając kij, obserwowana zza ogrodzenia przez inne kobiety.	0.5	1	neutral	neutral
119	Kobieta w białej kurtce robi zdjęcie małym aparatem.	Kobieta w kasku i sportowym stroju stoi w rozkroku obok lecącej piłki, trzymając kij, obserwowana zza ogrodzenia przez inne kobiety.	1.33	1	neutral	neutral
120	Żadna kobieta trzymająca kij nie stoi w rozkroku obok lecącej piłki.	Kobieta w kasku i sportowym stroju stoi w rozkroku obok lecącej piłki, trzymając kij, obserwowana zza ogrodzenia przez inne kobiety.	3.33	3	contradiction	contradiction
121	Kobieta stojąca za ogrodzeniem obserwuje rozgrywający się na boisku mecz baseballowy.	Dwie osoby grają w baseball na boisku.	1.67	2	neutral	neutral
122	Kobieta stojąca za ogrodzeniem obserwuje rozgrywający się na boisku mecz baseballowy.	Kobieta, która stoi za ogrodzeniem, obserwuje rozgrywający się na boisku mecz baseballowy.	5.0	5	entailment	entailment
123	Kobieta stojąca za ogrodzeniem obserwuje rozgrywający się na boisku mecz baseballowy.	Nikt nie gra w baseball na boisku.	3.17	3	contradiction	contradiction
124	Kobieta stojąca za ogrodzeniem obserwuje rozgrywający się na boisku mecz baseballowy.	Człowiek w niebieskim kasku stoi na trawie w rozkroku.	0.17	0	neutral	neutral
125	Kobieta stojąca za ogrodzeniem obserwuje rozgrywający się na boisku mecz baseballowy.	Dwie osoby w kaskach stoją wśród dużej ilości kwiatów, podpierając się na kierownicy hulajnogi.	0.67	1	neutral	neutral
126	Dwie osoby grają w baseball na boisku.	Dwie osoby grają w baseball.	4.33	4	neutral	entailment
127	Dwie osoby grają w baseball na boisku.	Rozgrywany na boisku mecz baseballowy jest obserwowany przez kobietę stojącą za ogrodzeniem.	2.33	2	entailment	neutral
128	Dwie osoby grają w baseball na boisku.	Piłka jest trzymana przez dziewczynę w rękawicy, a obok niej przebiega osoba w kasku.	0.83	1	neutral	neutral
129	Dwie osoby grają w baseball na boisku.	Chłopiec w koszuli i kowbojskim kapeluszu siedzi na brązowym koniu.	0.17	0	neutral	neutral
130	Kobieta stojąca za ogrodzeniem obserwuje rozgrywający się na boisku mecz baseballowy.	Rozgrywający się na boisku mecz baseballowy jest obserwowany przez kobietę stojącą za ogrodzeniem.	5.0	5	entailment	entailment
131	Zawodnicy przepychają się między sobą na boisku w trakcie meczu.	Na boisku jeden mężczyzna w sportowym stroju trzyma piłkę, a drugi mężczyzna, ubrany w inne barwy, łapie go za nogę.	2.67	3	neutral	neutral
132	Zawodnicy przepychają się między sobą na boisku w trakcie meczu.	Zawodnicy przepychają się między sobą na boisku w trakcie rozgrywającego się na boisku meczu.	4.83	5	entailment	entailment
133	Zawodnicy przepychają się między sobą na boisku w trakcie meczu.	Piłka jest trzymana przez jednego mężczyznę w sportowym stroju na boisku, który jest łapany za nogę przez drugiego mężczyznę, ubranego w inne barwy.	3.0	3	entailment	neutral
134	Zawodnicy przepychają się między sobą na boisku w trakcie meczu.	Mała dziewczynka ubrana w strój z różowymi skrzydłami stoi w rozkroku, trzymając małą piłkę w prawej ręce.	0.17	0	neutral	neutral
135	Zawodnicy przepychają się między sobą na boisku w trakcie meczu.	Mężczyzna z żółtą i białą reklamówką w ręce stoi na przystanku obok autobusu.	0.17	0	neutral	neutral
136	Na boisku jeden mężczyzna w sportowym stroju trzyma piłkę, a drugi mężczyzna, ubrany w inne barwy, łapie go za nogę.	Piłka jest trzymana na boisku przez jednego mężczyznę w sportowym stroju, który jest łapany przez drugiego mężczyznę, ubranego w inne barwy, za nogę.	4.83	5	entailment	entailment
137	Na boisku jeden mężczyzna w sportowym stroju trzyma piłkę, a drugi mężczyzna, ubrany w inne barwy, łapie go za nogę.	Żadni zawodnicy nie przepychają się między sobą na boisku w trakcie meczu.	2.67	3	neutral	contradiction
138	Na boisku jeden mężczyzna w sportowym stroju trzyma piłkę, a drugi mężczyzna, ubrany w inne barwy, łapie go za nogę.	Piłka jest odbijana kijem baseballowym przez chłopca w czerwonym kasku.	0.67	1	neutral	neutral
139	Na boisku jeden mężczyzna w sportowym stroju trzyma piłkę, a drugi mężczyzna, ubrany w inne barwy, łapie go za nogę.	Ciemnoskóry koszykarz wykonuje wsad w trakcie meczu.	0.83	1	neutral	neutral
140	Na boisku jeden mężczyzna w sportowym stroju trzyma piłkę, a drugi mężczyzna, ubrany w inne barwy, łapie go za nogę.	Mężczyzna trzyma piłkę, a inny mężczyzna łapie go za nogę.	3.83	4	neutral	entailment
141	Chłopiec w sportowym stroju i kasku stoi na piasku przed ogrodzeniem, trzymając kij baseballowy.	Chłopak w kasku stoi na boisku z uniesionym kijem baseballowym.	3.33	3	neutral	neutral
142	Kobieta o ciemnych włosach stoi na boisku z uniesionym kijem baseballowym.	Chłopak w kasku stoi na boisku z uniesionym kijem baseballowym.	2.33	2	neutral	neutral
143	Chłopiec w sportowym stroju i kasku nie stoi na piasku przed ogrodzeniem, trzymając kij baseballowy.	Chłopak w kasku stoi na boisku z uniesionym kijem baseballowym.	3.33	3	neutral	neutral
144	Osoba w kasku biegnie w pobliżu dziewczyny w czarnym stroju.	Chłopak w kasku stoi na boisku z uniesionym kijem baseballowym.	1.17	1	neutral	neutral
145	Ciemnoskóry koszykarz z tatuażami na ciele odbija piłkę obok niższego od siebie koszykarza.	Chłopak w kasku stoi na boisku z uniesionym kijem baseballowym.	0.17	0	neutral	neutral
146	Chłopiec stoi.	Chłopiec w sportowym stroju i kasku stoi na piasku przed ogrodzeniem, trzymając kij baseballowy.	2.5	3	entailment	neutral
